Year,Units,general.territorio,Serie,SERIE_TEMPORAL.Encabezado,Value
2017,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.NV_IND_MANF,2.77
2018,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.NV_IND_MANF,2.51
2019,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.NV_IND_MANF,2.52
2020,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.NV_IND_MANF,2.57
2021,UNIDAD_MEDIDA.PT,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.NV_IND_MANF,2.5
2010,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,817.9
2011,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,715.03
2012,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,659.95
2013,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,592.96
2014,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,560.42
2015,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,539.19
2016,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,514.39
2017,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,566.56
2018,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,525.76
2019,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,535.36
2020,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,441.3
2021,UNIDAD_MEDIDA.EUR,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.NV_IND_MANFPC,474.55
