Year,Units,general.territorio,Serie,SERIE_TEMPORAL.Encabezado,Value
2018,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0.2
2019,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0.41
2020,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0.21
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0.11
2016,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2017,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2018,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2019,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2020,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2016,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0.04
2017,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0.02
2018,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0.03
2019,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0.12
2020,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0.02
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0
2016,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.47
2017,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.18
2018,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.59
2019,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.54
2020,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.22
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.22
2012,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.VC_HTF_DETVSX,0.19
2013,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.VC_HTF_DETVSX,0.85
2014,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.VC_HTF_DETVSX,0.19
2015,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.VC_HTF_DETVSX,1.08
2016,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.VC_HTF_DETVSX,0.47
2017,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.VC_HTF_DETVSX,0.18
2018,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.VC_HTF_DETVSX,0.59
2019,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.VC_HTF_DETVSX,0.5
2020,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.VC_HTF_DETVSX,0.18
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.VC_HTF_DETVSX,0.18
2015,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0.09
2016,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0
2017,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0
2018,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0
2019,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0.05
2020,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0.04
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_C,SERIE_TEMPORAL.VC_HTF_DETVFL,0.05
2016,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2017,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2018,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2019,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2020,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,SERIE_TEMPORAL.VC_HTF_DETVOG,0
2016,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0
2017,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0
2018,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0
2019,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0
2020,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,SERIE_TEMPORAL.VC_HTF_DETVOP,0
